Processed_Text,Raw_Text,Label
ravi malhotraprofit book,R a v i   M a l h o t r a p r o f i t   b o o k  ,0.5
watch,W a t c h   o u t  ,0.5
wait 407,w a i t i n g   4 . 0 7,1
need 6 % turn week red,w e   n e e d   6 %   t o   t u r n   t h i s   w e e k   r e d,0
ok let 's go sell itall together ❤ 👏 😋🙄no chance buddy back 48 high next week,o k   l e t ' s   g o   a n d   s e l l   i t . . . a l l   t o g e t h e r   ❤   👏   😋 🙄 . . . n o   c h a n c e   b u d d y   b a c k   t o   4 . 8   a n d   h i g h e r   n e x t   w e e k  ,0
go,G o   d o w n,0
,D o w n,0
volume half yesterday continue pump every-1 bot yesterday 47-41 want,"v o l u m e   i s   h a l f   y e s t e r d a y .   i f   c o n t i n u e   p u m p ,   e v e r y -1   b o t   y e s t e r d a y   f r o m   4 . 7 - 4 . 1   w a n t s   o u t",0
let´s go honey time trun week red,l e t ´ s   g o   h o n e y   t i m e   t o   t r u n   t h i s   w e e k   r e d,0
ok germ hold onlet call brandon,o k   g e r m   h o l d   o n . . . l e t   m e   c a l l   b r a n d o n,1
brandon say ok 4450,b r a n d o n   s a i d   o k   t o   4 . 4 5 0,1
week short able buy cheap gas lighter wallmart,"I n   a   f e w   w e e k s ,   t h e   s h o r t e r   w i l l   b e   a b l e   t o   b u y   c h e a p   g a s   i n   l i g h t e r s   a t   W a l l m a r t",1
's butane,t h a t ' s   b u t a n e,0.5
come grind,a l l   c o m e s   o u t   o f   t h e   g r o u n d,0.5
lose lot money kold,h a s   h e   l o s t   a   l o t   o f   m o n e y   w i t h   k o l d ?,0.5
okay last chance ng break trend get take accept bullish,"O k a y   t h i s   i s   t h e   l a s t   c h a n c e   f o r   n g   t o   b r e a k   t h e   t r e n d .   I f   I   g e t   t a k e n   o u t ,   I   w i l l   a c c e p t   s h e   i s   b u l l i s h .",1
--10 % close,- -1 0 %   a t   c l o s i n g,0
ric flair extreme stubbornness go march contract lol agree though technical forecast possible russian invasion play role 'm go hold weekend high tight sl,"R i c   F l a i r   E x t r e m e   S t u b b o r n n e s s   g o i n g   i n t o   m a r c h   c o n t r a c t s   l o l .   I   a g r e e   w i t h   y o u   t h o u g h ,   t e c h n i c a l s ,   f o r e c a s t s ,   a n d   p o s s i b l e   R u s s i a n   I n v a s i o n   p l a y s   a   r o l e   t o o .   T h a t   i s   w h y   i ' m   n o t   g o i n g   t o   h o l d   i n t o   t h e   w e e k e n d   a n d   h i g h   t i g h t   s l .",0.5
u get andy u yhe arkangel returnedd u,U   g o t   t h i s   A n d y . . .   I   a m   w i t h   u . . .   y h e   a r k a n g e l   h a s   r e t u r n e d d   a n d   u   w i l l   n o t   b e  ,0.5
bear 🐻do n't forget one month hibernationnot time wake,b e a r s   🐻 . . . d o n ' t   f o r g e t   y o u   h a v e   o n e   m o r e   m o n t h   o f   h i b e r n a t i o n . . . n o t   y o u r   t i m e   t o   w a k e   u p,1
time,I t   i s   t i m e,0.5
venislav krastevon animal planet,V e n i s l a v   K r a s t e v o n   a n i m a l   p l a n e t  ,0.5
mike blnder mean everbody,w h y   i s   t h i s   m i k e   b l n d e r   s o   m e a n   t o   e v e r b o d y !,0.5
n't understand 's meanu need another faculty understand,f o r   t h o s e   w h o   d o n ' t   u n d e r s t a n d   h e ' s   m e a n . . . u   n e e d   a n o t h e r   f a c u l t y   t o   u n d e r s t a n d   h i m,0.5
guess,i   g u e s s .,0.5
get nice scalp work 1rd,g o t   t o o   n i c e   s c a l p s   w o r k i n g   o n   t h e   1 r d,0.5
'm hop triple top test lod,I ' m   h o p i n g   t h i s   i s   a   t r i p l e   t o p   a n d   w e   c a n   t e s t   l o d .,0.5
w pattern spike,w   p a t t e r n   b e f o r e   a   s p i k e,1
get back boil 1-170,g o t   b a c k   i n   b o i l   a t   1 -1 7 0 . . . .,0.5
letts mi sleeep gn luv blak mi 'd hav nu poto 'd,l e t t s   m i   s l e e e p   g n . .   i f   l u v   b l a k   m i   I ' d   I   h a v   n u   p o t o   I ' d . .  ,0.5
ple abo 5/- kontakt wit humns alen/- gn,I   p l e   a b o   5 / -   n o   k o n t a k t   w i t   h u m n s . .   a l e n / -   g n,0.5
https//invstly/x4a7g,h t t p s : / / i n v s t . l y / x 4 a 7 g,0.5
judah cohenas discuss previously seem impact stretch pv last average one two week exception one exception subject manuscript example impact stretch pv whether large amplitude repeat relatively quick succession last three week even long would bring u february ’ post twitter machine learn temperature forecast model us recently late forecast suggest relatively cold pattern us east rockies could last february,"J u d a h   C o h e n . . . A s   I   h a v e   d i s c u s s e d   p r e v i o u s l y ,   i t   s e e m s   t o   m e   t h a t   t h e   i m p a c t s   f r o m   a   s t r e t c h e d   P V   c a n   l a s t   o n   a v e r a g e   o n e   t o   t w o   w e e k s   b u t   t h e r e   h a v e   b e e n   e x c e p t i o n s   a n d   o n e   o f   t h o s e   e x c e p t i o n s   i s   t h e   s u b j e c t   o f   m y   m a n u s c r i p t .     T h e r e   a r e   e x a m p l e s   o f   t h e   i m p a c t   f r o m   t h e   s t r e t c h e d   P V   w h e t h e r   i t   i s   o f   v e r y   l a r g e   a m p l i t u d e   o r   r e p e a t s   i n   r e l a t i v e l y   q u i c k   s u c c e s s i o n   l a s t i n g   t h r e e   w e e k s   o r   e v e n   l o n g e r   a n d   t h a t   w o u l d   b r i n g   u s   t o   F e b r u a r y .     I   h a v e n ’ t   p o s t e d   o n   T w i t t e r   o u r   m a c h i n e   l e a r n i n g   t e m p e r a t u r e   f o r e c a s t   m o d e l   f o r   t h e   U S   r e c e n t l y ,   b u t   t h e   l a t e s t   f o r e c a s t s   s u g g e s t   t h a t   t h e   r e l a t i v e l y   c o l d   p a t t e r n   i n   t h e   U S   e a s t   o f   t h e   R o c k i e s   c o u l d   l a s t   u p   t o   a n d   i n t o   F e b r u a r y .",0.5
shorted 4010,S h o r t e d   4 . 0 1 0,0
say pop 41short,I   s a y   i f   i t   p o p s   t o   4 . 1 . . . . . s h o r t   i t .,0
cold,c o l d   h e r e . . . . . .,1
noo,N o o,0.5
strong buy 41,V e r y   s t r o n g   b u y   4 . 1,1
full margin buy,F u l l   m a r g i n   b u y,1
bigg bullish,B i g g   b u l l i s h,1
long 0-10 cloed @ 011 ( tp take ),L o n g   f r o m   0 -1 0   c l o e d   @ 0 1 1   (   T P   t a k e n   ) .,1
s010 sl 05-1,S . 0 1 0 .   S l .   0 5 -1,0
moved sl 01,M o v e d   S L   t o   . 0 1 .,0
moved 00-1,M o v e d   t o   . 0 0 -1,0.5
--15 % two day -8 % remain wang fuel heat,"- -1 5 %   i n   t w o   d a y s ,   - 8 %   r e m a i n i n g .   W a n g   f u e l e d   w i t h   h e a t",0
l-11 @ 007 gl,l -1 1 @ . 0 0 7   g l   a l l,0.5
booked last long @ 0-14,B o o k e d   l a s t   l o n g   @   . 0 -1 4  ,1
long @ 0-10 small scalp,L o n g   @ 0 -1 0   f o r   a   s m a l l   s c a l p .,1
0-15 sl 00-1,S   . 0 -1 5 .   S l   . 0 0 -1,0
moved sl 005,M o v e d   S L   t o   . 0 0 5,0
@ 005,O u t   @   . 0 0 5 .,0
oh wow nothing move loli get good speculation today move risk scalpingwill maybe late -- maybegoing nattythanks good weekhave nice everyone win loss always tomorrow win minimize loss mistakekeep safe,o h   w o w   n o t h i n g   i s   m o v i n g   l o l . . . i   g o t   g o o d   s p e c u l a t i o n   t o d a y   s o   i f   n o t   m o v i n g   r i s k   f o r   s c a l p i n g . . . w i l l   m a y b e   l a t e r   t h e r e   w i l l   b e   - -   m a y b e . . . g o i n g   o f f   n o w   o n   n a t t y . . t h a n k s   f o r   t h e   g o o d   w e e k . . . h a v e   a   n i c e   e v e r y o n e   w i n   o r   l o s s   t h e r e   i s   a l w a y s   t o m o r r o w   t o   w i n   b u t   m i n i m i z e   t h e   l o s s   i f   b y   m i s t a k e . . . K e e p   S a f e,0.5
pending -1 long sl move -195 lock 1-1 tick profit good night glta,"F o r   p e n d i n g   -1   l o n g   s l   m o v e d   t o   . -1 9 5   ,   l o c k e d   1 -1   t i c k   p r o f i t .   G o o d   n i g h t   a n d   G L T A .",0.5
lord please dont let wang buy ng weather forecast turn snake,L o r d   p l e a s e   d o n t   l e t   W a n g   b u y   N g   b e c a u s e   o f   w e a t h e r   f o r e c a s t   a n d   t u r n   h i m   t o   s n a k e   i f   h e   d i d .,0.5
okay im go accept range see high high lower low make wo n't take impulsive position,O k a y   i m   j u s t   g o i n g   t o   a c c e p t   w e   a r e   i n   r a n g e   s e e i n g   n o   h i g h e r   h i g h s   a n d   l o w e r   l o w s   a r e   b e i n g   m a d e .   I   w o n ' t   t a k e   a n y   i m p u l s i v e   p o s i t i o n s     f o r   n o w .,0.5
hog reckon see another go wkly kijun,H o g   y o u   r e c k o n   w e   c a n   s e e   a n o t h e r   g o   a t   w k l y   k i j u n  ,0.5
vidovs cari fir,v i d o v s   c a r i   f i r . .,0.5
booked 4 long @ -190 -164 pending -1 cost sl done day,"B o o k e d   4   l o n g   @   . -1 9 0   f r o m   . -1 6 4   ,   p e n d i n g   -1   w i t h   c o s t   s l .   D o n e   f o r   t h e   d a y .",1
according recent national oceanic atmospheric administration report cool-weather expect cover mid-west north east next 8--14 day,"A c c o r d i n g   t o   a   r e c e n t   N a t i o n a l   O c e a n i c   A t m o s p h e r i c   A d m i n i s t r a t i o n   r e p o r t ,   C o o l - w e a t h e r   i s   e x p e c t e d   t o   c o v e r   m o s t   o f   t h e   M i d - W e s t   a n d   N o r t h   E a s t   f o r   t h e   n e x t   8 - -1 4   d a y s",1
51,5 1,1
s-18-1 sl0-1,S . -1 8 -1 .   S l . 0 -1,0
-196 risk,O u t   a t   . -1 9 6 .   N o t   r i s k i n g   i t .,0.5
gas😀,T h i s   g a s 😀,0.5
long 5 @ -164 sl -150,L o n g   5   @   . -1 6 4   s l   . -1 5 0,1
bitcoin -- -- see break thru 44kstill see push back,B i t c o i n   - - - -   s e e   i f   i t   c a n   b r e a k   t h r u   4 4 k . . . . s t i l l   s e e i n g   s o m e   p u s h   b a c k   o n   i t .,0.5
people trade boil/kold need watch proshares carefully roll last month jan mar skip feb future often confuse inexperienced trader,P e o p l e   t h a t   t r a d e   B o i l / K o l d   n e e d   t o   w a t c h   p r o s h a r e s   c a r e f u l l y .   T h e y   r o l l e d   l a s t   m o n t h   f r o m   J a n   t o   M a r   a n d   s k i p p e d   F e b   f u t u r e s .   T h e y   o f t e n   d o   t h a t .   T h e y   c o n f u s e   t h e   i n e x p e r i e n c e d   t r a d e r,0.5
hard find anything market wholly trust 's crazy,h a r d   t o   f i n d   a n y t h i n g   o n   t h i s   m a r k e t   t h a t   c a n   b e   w h o l l y   t r u s t e d .   I t ' s   c r a z y !,0.5
confirm 's proshares 's bloomberg 're right otherwise 's schedule jan ( mar ) feb ( mar ) mar ( may ) apr ( may ) may ( jul ) jun ( jul ) jul ( sep ) aug ( sep ) sep ( nov ) oct ( nov ) nov ( jan ) dec ( jan ),"J u s t   c o n f i r m i n g   i t ' s   n o t   P r o S h a r e s ,   i t ' s   B l o o m b e r g ,   b u t   y o u ' r e   r i g h t   o t h e r w i s e ,   a n d   h e r e ' s   t h e   s c h e d u l e .   J a n ( M a r ) ,   F e b ( M a r ) ,   M a r ( M a y ) ,   A p r ( M a y ) ,   M a y ( J u l ) ,   J u n ( J u l ) ,   J u l ( S e p ) ,   A u g ( S e p ) ,   S e p ( N o v ) ,   O c t ( N o v ) ,   N o v ( J a n ) ,   D e c ( J a n ) .",0.5
skip feb april june august october december,"S o   t h e y   w i l l   s k i p   F e b ,   A p r i l ,   J u n e ,   A u g u s t ,   O c t o b e r ,   a n d   D e c e m b e r .",0.5
go ahead joe biden arrest impeach youwe land law law,"G o   a h e a d   j o e   b i d e n   w e   w i l l   a r r e s t   a n d   i m p e a c h   y o u . . . w e   a r e   a   l a n d   o f   l a w ,   a n d   y o u   a r e   n o t   a b o v e   t h e   l a w .",0.5
ovv top 50 todayvermilion close 00both recommend,O V V   i s   t o p p i n g   o u t   o v e r   5 0   t o d a y . . . . V e r m i l i o n   c l o s e   t o   0 0 . . . . . b o t h   r e c o m m e n d e d   b y   m y s e l f,0.5
ceo double 4-10 go 480+ please stop,C E O   y o u   d o u b l e d   d o w n   a t   4 . -1 0   i t   w e n t   t o   4 . 8 0 +   p l e a s e   s t o p,1
everyone rookie,e v e r y o n e   h e r e   i s   a   r o o k i e,0.5
recon surprise go 44+ today ng anything n't expect,"I   r e c o n   i t   c a n   s u r p r i s e   a n d   g o i n g   t o   4 . 4 +   t o d a y ,   w h y   n o w ,   i t   i s   N g   a n d   d o e s   a n y t h i n g   y o u   d o n ' t   e x p e c t",1
get another mysterious e-mail weissman say careful next week hdds bear,J u s t   g o t   a n o t h e r   m y s t e r i o u s   e - m a i l   f r o m   W e i s s m a n   . . . . h e   s a i d   c a r e f u l   n e x t   w e e k   w i t h   H D D s   b e a r s .,0.5
joe biden still try hold natty destroy uslol hi crazy,J o e   b i d e n   s t i l l   t r y i n g   t o   h o l d   n a t t y   d o w n   a n d   d e s t r o y   t h e   U . S . . . l o l   h i   i s   c r a z y !,0.5
like bident also haha,d o   y o u   l i k e   b i d e n t   t o o   I   a m   a l s o   v e r y   h a h a,0.5
kold & quot ; index value use settlement price underlie future contract index roll contract course 5 consecutive business day start 6th business day month day approximately 00 % future position include month 's roll roll & quot ; 's roll week think 's roll feb march,"K O L D :   & q u o t ; T h e   i n d e x   i s   v a l u e d   u s i n g   t h e   s e t t l e m e n t   p r i c e s   f o r   t h e   u n d e r l y i n g   f u t u r e s   c o n t r a c t s .   T h e   i n d e x   r o l l s   i t s   c o n t r a c t s   o v e r   t h e   c o u r s e   o f   5   c o n s e c u t i v e   b u s i n e s s   d a y s ,   s t a r t i n g   o n   t h e   6 t h   b u s i n e s s   d a y   o f   t h e   m o n t h .   E a c h   d a y ,   a p p r o x i m a t e l y   0 0 %   o f   e a c h   f u t u r e s   p o s i t i o n   t h a t   i s   i n c l u d e d   i n   t h e   m o n t h ' s   r o l l   i s   r o l l e d . & q u o t ;   S o   i t ' s   b e e n   r o l l i n g   t h i s   w e e k ,   a n d   I   t h i n k   i t ' s   b e e n   r o l l i n g   f r o m   F e b   t o   M a r c h .",0.5
document feb future never calculate kold skip jan future ( trade dec ) march future trade jan holy cow,"S o   b y   t h a t   d o c u m e n t ,   F e b   f u t u r e s   a r e   n e v e r   c a l c u l a t e d   i n   K O L D .   I t   s k i p s   f r o m   J a n   f u t u r e s   ( t r a d i n g   i n   D e c )   t o   M a r c h   f u t u r e s   t r a d i n g   i n   J a n .   H o l y   c o w .",0.5
ever want real answer security relate question find prospectus security must publish update version available online along update holdingsthe natural gas funds seeks daily investment result fee expense correspond two time ( 0x ) two time inverse ( -0x ) daily performance bloomberg natural gas subindexsm natural gas subindex intend reflect performance roll position natural gas future contract trade thenymex without regard income earn cash position investment natural gas future contract may often perform differentlythan price physical natural gas ( eg wellhead end-user price natural gas ),"I f   y o u   e v e r   w a n t   a   r e a l   a n s w e r   t o   a   s e c u r i t y   r e l a t e d   q u e s t i o n ,   j u s t   f i n d   t h e   p r o s p e c t u s ,   t h a t   t h e   s e c u r i t y   m u s t   p u b l i s h   a n d   h a v e   t h e   m o s t   u p d a t e d   v e r s i o n   a v a i l a b l e   o n l i n e   a l o n g   w i t h   a   u p d a t e d   H O L D I N G S ! T h e   N a t u r a l   G a s   F u n d s   S E E K S   d a i l y   i n v e s t m e n t   r e s u l t s ,   b e f o r e   f e e s   a n d   e x p e n s e s ,   t h a t   c o r r e s p o n d   t o   t w o   t i m e s   ( 0 x )   o r   t w o   t i m e s   t h e   i n v e r s e ( - 0 x ) ,   o f   t h e   d a i l y   p e r f o r m a n c e   o f   t h e   B l o o m b e r g   N a t u r a l   G a s   S u b i n d e x S M   T h e   N a t u r a l   G a s   S u b i n d e x   i s   i n t e n d e d   t o   r e f l e c t   t h e   p e r f o r m a n c e   o f   a   r o l l i n g   p o s i t i o n   i n   n a t u r a l   g a s   f u t u r e s   c o n t r a c t s   t r a d e d   o n   t h e N Y M E X   w i t h o u t   r e g a r d   t o   i n c o m e   e a r n e d   o n   c a s h   p o s i t i o n s .   A n   i n v e s t m e n t   i n   n a t u r a l   g a s   f u t u r e s   c o n t r a c t s   m a y   o f t e n   p e r f o r m   v e r y   d i f f e r e n t l y t h a n   t h e   p r i c e   o f   p h y s i c a l   n a t u r a l   g a s   ( e . g . ,   t h e   w e l l h e a d   o r   e n d - u s e r   p r i c e   o f   n a t u r a l   g a s ) .  ",0.5
bydesigne prospectus n't tell rollover date index go find,B y d e s i g n e   t h e   p r o s p e c t u s   d o e s n ' t   t e l l   t h e   r o l l o v e r   d a t e s   o f   t h e   i n d e x .   I   h a d   t o   g o   f i n d   i t .,0.5
wow people rookie soon trade mar future people think 4-1 mar good luck,w o w .   s o m e   p e o p l e   a r e   r o o k i e s   h e r e .   W e   w i l l   s o o n   b e   t r a d i n g   M a r   f u t u r e s   a n d   p e o p l e   t h i n k   w e   w i l l   b e   a b o v e   4 . -1   i n   M a r ?   G o o d   l u c k,0.5
agreed ng 's like nothing else,"A g r e e d ,   b u t   i t   i s   N G   a f t e r   a l l ,   i t   h a s   a   w i l l   o f   i t ' s   o w n   l i k e   n o t h i n g   e l s e",0.5
still long yesterday,S t i l l   L o n g   f r o m   y e s t e r d a y,1
ditto,D i t t o  ,0.5
closed short 4450 - sit sideline absolutely idea go,"C l o s e d   m y   s h o r t   f r o m   4 . 4 5 0   -   s i t t i n g   o n   t h e   s i d e l i n e s   n o w ,   I   a b s o l u t e l y   h a v e   n o   i d e a   w h e r e   t h i s   i s   g o i n g .",0.5
brainer buy dip 4000 take profit week mybe shorts buy gas wallmart fee week,"T h i s   i s   a   N o   b r a i n e r .   b u y   o n   a n y   d i p   u n d e r   4 , 0 0 0   !   a n d   T a k e   P r o f i t   i n   a   f e w   w e e k s   m y b e   t h e   S h o r t s   c a n   b u y   s o m e   G a s   f r o m   W a l l m a r t   i n   a   F e e   w e e k s  ",1
maybe beg bread food line week call btw 'no brainers ' folk brain clue,M a y b e   y o u   c a n   b e g   s o m e   b r e a d   o n   t h e   f o o d   l i n e s   i n   a   f e w   w e e k s   w i t h   y o u r   c a l l s .   b t w :   ' n o   b r a i n e r s '   a r e   f r o m   f o l k s   w i t h   n o   b r a i n   a n d   n o   c l u e,0.5
@ -175 sideline,@   . -1 7 5 .   O n   s i d e l i n e s   n o w .,0.5
* omg invest cut word sometimes,F r o m *   O m g   W h y   d o e s   i n v e s t i n g   c u t   o f   w o r d s   s o m e t i m e s .,0.5
timeask ric flairhe runs show,O R   A L L   T H E   T I M E . . A S K   R I C   F L A I R . . H E   R U N S   T H E   S H O W ! !,0.5
andy tan post long,A n d y   T a n   P o s t   t o o   l o n g .,0.5
garbage drain,G a r b a g e   t o   t h e   d r a i n . . . . .,0.5
reindj,R e i n d j,0.5
happen kold change 0705x,"w h a t   h a p p e n e d   w i t h   k o l d ,   d i d   t h e y   c h a n g e   i t   t o   0 . 7 0 5 X",0.5
kold probably trade march right hnd canada,"K O L D   i s   p r o b a b l y   t r a d i n g   M a r c h   r i g h t   n o w ,   s a m e   a s   H N D   i n   C a n a d a",0.5
hnd roll feb march 4 day period start jan 4th,H N D   r o l l e d   f r o m   F e b   t o   M a r c h   o v e r   a   4   d a y   p e r i o d   s t a r t i n g   o n   J a n   4 t h .,0.5
407,4 . 0 7  ,1
please,p l e a s e,0.5
cine cineplease,C i n e   C i n e p l e a s e,0.5
farook u next deep 4-17 buy hold sl 4-1-10,F a r o o k   U .   N e x t   d e e p   4 . -1 7   b u y   a n d   h o l d   S L   4 . -1 -1 0   . .  ,1
looks like andy catch good one,L o o k s   l i k e   A n d y   c a u g h t   h i m s e l f   a   g o o d   o n e !,0.5
thanks lol get lucky make stress wed xd,"T h a n k s   l o l .   I   g o t   l u c k y ,   m a k e s   u p   f o r   m e   b e i n g   s t r e s s e d   o n   w e d   X D",0.5
boilshould stay sideline (,o u t   o f   b o i l . . . s h o u l d   h a v e   s t a y e d   o n   t h e   s i d e l i n e s : (,0.5
happen ng russia invade ukraine,W h a t   w i l l   h a p p e n   t o   N G   i f   R U S S I A   i n v a d e s   U k r a i n e ? !,0.5
soon bck 401,"s o o n ,   b c k   t o   4 . 0 1   ?",1
would n't surprise let 's say -1 week get high hdds see oil push 85,"I   w o u l d n ' t   b e   s u r p r i s e d ,   l e t ' s   s a y   i n   -1   w e e k ,   w h e n   w e   g e t   t h e   h i g h e r   H D D s   t o   s e e   o i l   p u s h   t o   8 5 .",1
good luck trader,G o o d   L u c k   t o   a l l   t r a d e r s . .,0.5
come real trader think short todaydiamonback 4 dollarstoo bad sell early week,H e r e   c o m e s   t h e   R E A L   t r a d e r .   I   t h i n k   i t   i s   s h o r t   t o d a y . . . . D i a m o n b a c k   u p   4   d o l l a r s . . . t o o   b a d   I   s o l d   s o m e   e a r l y   i n   w e e k .,0.5
largely weak hdds although quite cold,L a r g e l y   o n   w e a k   H D D s   a l t h o u g h   q u i t e   c o l d   h e r e .,0.5
apache apache apache,A p a c h e   A p a c h e   A p a c h e .,0.5
let mov farwrd,l e t s s   m o v   f a r w r d . .   i f   . .,0.5
moved sl 0-15 protect profit,M o v e d   m y   S L   t o   . 0 -1 5   t o   p r o t e c t   p r o f i t s .,0.5
moved 005,M o v e d   t o   . 0 0 5 .,0.5
pik ur karbajs fast,p i k   u r   k a r b a j s   f a s t . .,0.5
moved sl -175,M o v e d   S l .   -1 7 5,0
mass appeal fake bull pump make wang 1 steel boll roll floor laugh,M a s s   A p p e a l .   F a k e   b u l l s   p u m p   m a k e   W a n g   1   s t e e l   b o l l s   r o l l i n g   f l o o r   l a u g h,0
would like twocock soup,W o u l d   y o u   l i k e   s o m e   t w o c o c k   s o u p ?,0.5
u negative,w h y   u   n e g a t i v e,0.5
would like see new lod happen wo n't surprise gap fill 190,I   w o u l d   l i k e   t o   s e e   a   n e w   l o d .   I f   t h a t   h a p p e n s   I   w o n ' t   b e   s u r p r i s e d   i f   i t   g a p   f i l l s   1 . 9 0 .,0
fild bothh sit,f i l d   b o t h h   s i t e s . .,0.5
fall break lc,I f   i t   f a l l s   i t   w i l l   b r e a k   t h e   L C . .,0
say fall would nasty,i   C a n   o n l y   s a y   t h e   f a l l   w o u l d   b e   N A S T Y . .,0.5
mcx reject 4 time 107 108 range,I n   M C X   i t s   r e j e c t e d   4   t i m e s   a t   1 0 7   t o   1 0 8   r a n g e . .,0
friday action general follow thurs trend expect roll,f r i d a y s   a c t i o n   g e n e r a l   f o l l o w s   t h u r s   t r e n d .   I   e x p e c t   s h e   w i l l   r o l l   o v e r,0.5
draw line 008,d r a w   a   l i n e   a t   0 0 8   n o w,0.5
keep 198 191 possible,K e e p   b e l o w   a n d   1 . 9 8   a n d   1 . 9 1   p o s s i b l e  ,0
ofc crack 000dma,O f c   a f t e r   c r a c k i n g   0 0 0 d m a  ,0.5
bull trap maybe,B u l l   t r a p   m a y b e,0
looks like range bind 401 - 4-17,"L o o k s   l i k e   r a n g e   b o u n d ,   4 . 0 1   -   4 . -1 7",0.5
nasty game play,n a s t y   g a m e s   t h e y   p l a y,0.5
bullish,y o u   b u l l i s h ?,0.5
pump,w e   p u m p,0.5
uo go trap,U o   w e   g o   o r   i s   i t   a   t r a p ?,0.5
honestly second away manually pull 015 let ' see make right call 's seemingly bullish rn,"I   w a s   h o n e s t l y   a   f e w   s e c o n d s   a w a y   f r o m   m a n u a l l y   p u l l i n g   o u t   a t   . 0 1 5 ,   l e t '   s e e   i f   I   m a d e   t h e   r i g h t   c a l l .   I t ' s   s e e m i n g l y   b u l l i s h   r n .",0.5
mostly trap,M o s t l y   a   t r a p ! !,0.5
closed short,C l o s e d   m y   s h o r t s   f r o m,1
lol,l o l,0.5
looool,l o o o o l,0.5
pac man try fit people serious insecurity issue need work,"P A C   M A N   j u s t   t r y i n g   t o   f i t   i n ,   t h i s   s o m e   p e o p l e   h e r e   h a v e   s o m e   s e r i o u s   i n s e c u r i t y   i s s u e s   t h e y   n e e d   t o   w o r k   o u t .",0.5
click click click please,"W h e r e   i s   a l l   t h e   c l i c k   c l i c k ,   c l i c k   h e r e   p l e a s e",0.5
s005 sl05-1,S . 0 0 5 .   S l . 0 5 -1,0
bot 0k boil 400 equivalent,b o t   0 k   b o i l   a t   4 0 0   e q u i v a l e n t,1
gap next week,U p   t h e n   g a p   d o w n   n e x t   w e e k,1
bet one last bull run next week buy heavily near low today lanina bearish weather expect return -1 february cold weatherthis month ignore,"A m   b e t t i n g   o n   o n e   l a s t   b u l l   r u n   n e x t   w e e k ,   I   h a v e   b o u g h t   h e a v i l y   n e a r   t h e   l o w s   o f   t o d a y .   L a n i n a   a n d   b e a r i s h   w e a t h e r   i s   e x p e c t e d   t o   r e t u r n   -1   F e b r u a r y   , b u t   b e f o r e   t h a t   v e r y   c o l d   w e a t h e r t h i s   m o n t h   w h i c h   c a n n o t   b e   i g n o r e d .",1
yep next week la bull run get maybe 47 5but cautious sl 4095,Y e p   n e x t   w e e k   l a s   b u l l   r u n   t o   g e t   m a y b e   4 . 7   t o   5 B u t   b e   c a u t i o u s   S L   4 . 0 9 5,1
007 must break,n o w   0 0 7 ? ?   m u s t   b r e a k,0.5
given fact come downtrend triangle brake also gap monday 80 point lower time pretty strong support 's go tricky 'm stay maybe scalp nasdaq meantime,"G i v e n   t h e   f a c t   t h a t   i t   c o m e s   o n   a   d o w n t r e n d ,   t h e   t r i a n g l e   s h o u l d   b r a k e   d o w n .   A l s o ,   t h e   g a p   f r o m   m o n d a y   i s   o n l y   a b o u t   8 0   p o i n t s   l o w e r .   B u t   a t   t h e   s a m e   t i m e ,   w e   h a v e   a   p r e t t y   s t r o n g   s u p p o r t   h e r e ,   s o   i t ' s   g o i n g   t o   b e   t r i c k y .   I ' m   s t a y i n g   o u t   f o r   n o w ,   m a y b e   s c a l p   s o m e   N a s d a q   i n   t h e   m e a n t i m e . . . . . .",0
annoy celcius energy show pop project inventory,a n n o y e d .   C e l c i u s   e n e r g y   s h o w e d   a   p o p   i n   p r o j e c t e d   i n v e n t o r i e s   a n,0.5
show significant decline 'm move sideline,b u t   n o w   s h o w s   a   s i g n i f i c a n t   d e c l i n e .   I ' m   m o v i n g   t o   t h e   s i d e l i n e s .,0.5
hour speculator real deal biggest market mover consumer pay heat bill ca n't say n't warn short 1 0 -1,"A f t e r   h o u r s   i s   s p e c u l a t o r s ,   n o t   t h e   r e a l   d e a l .   B i g g e s t   m a r k e t   m o v e r   i s   c o n s u m e r s   p a y i n g   t h e i r   h e a t i n g   b i l l .   C a n ' t   s a y   I   d i d n ' t   w a r n   y o u   s h o r t s   i n   1   . . . .   0 . . . .   -1 . . . .",0.5
go,W h e r e   g o   n o w,0.5
),U p   : ),1
probably againlol,. . . t h e n   p r o b a b l y   d o w n   a g a i n . . . l o l,0
going high soon,G o i n g   h i g h   s o o n,1
n't break,I f   I   d o n ' t   b r e a k   t h r o u g h,0.5
backwardation -- february march step,B a c k w a r d a t i o n   - - F e b r u a r y   a n d   M a r c h   a r e   o u t   o f   s t e p .,0.5
84 sl,8 4   s l,1
stil ani-1 tink abo mi redi mak itt vidomakr,s t i l   a n i -1   t i n k   a b o   m i . .   r e d i   t o   m a k   i t t   v i d o m a k r . .,0.5
march put boil place 0days ago close 01 % gain bad 0 day return,m y   M a r c h   p u t s   o n   B o i l   i   p l a c e   0 d a y s   a g o   I   j u s t   c l o s e d   f o r   a   0 1 %   g a i n .   N o t   t o o   b a d   f o r   a   0   d a y   r e t u r n,0
support hold well break $ 4 incoming,T h i s   s u p p o r t   h a s   b e e n   h o l d i n g   w e l l . . .   i f   i t   b r e a k s   t h e n   $ 4   i n c o m i n g,0
